"Frame","N_Person","Xcenter","Ycenter","PerXmin","PerYmin","PerXmax","PerYmax","N_Handgun","HgXcenter","HgYcenter","HgXmin","HgYmin","HgXmax","HgYmax","Intersection","Included_Center","Intersection_Area","Hg_Area","Distance","Ground_Truth"
"1077","0","503.44836425781","445.08950805664","458.90376663208","340.90469360352","547.99296188354","549.27432250977","1","343.88305664062","407.77679443359","324.67142677307","391.89671230316","363.09468650818","423.65687656403","No_intersection","0","0","1220.3290406249","163.86984467218","0"
"1077","1","434.13436889648","441.68743896484","334.88387298584","347.24903106689","533.38486480713","536.12584686279","0","252.56207275391","350.31118774414","236.46220397949","331.17981529236","268.66194152832","369.44256019592","No_intersection","0","0","1232.0503437925","203.26858589963","0"
"1077","1","434.13436889648","441.68743896484","334.88387298584","347.24903106689","533.38486480713","536.12584686279","1","343.88305664062","407.77679443359","324.67142677307","391.89671230316","363.09468650818","423.65687656403","Center_left","1","895.98007140209","1220.3290406249","96.411779241073","1"
"1077","2","626.91900634766","407.55084228516","529.58394622803","278.39721679688","724.25406646729","536.70446777344","0","252.56207275391","350.31118774414","236.46220397949","331.17981529236","268.66194152832","369.44256019592","No_intersection","0","0","1232.0503437925","378.70766005151","0"
"1077","2","626.91900634766","407.55084228516","529.58394622803","278.39721679688","724.25406646729","536.70446777344","1","343.88305664062","407.77679443359","324.67142677307","391.89671230316","363.09468650818","423.65687656403","No_intersection","0","0","1220.3290406249","283.03603989763","0"
"1077","3","143.6330871582","404.80758666992","5.6872100830078","267.29710388184","281.5789642334","542.31806945801","0","252.56207275391","350.31118774414","236.46220397949","331.17981529236","268.66194152832","369.44256019592","Inside","1","1232.0503437925","1232.0503437925","121.80058045341","1"
"1077","3","143.6330871582","404.80758666992","5.6872100830078","267.29710388184","281.5789642334","542.31806945801","1","343.88305664062","407.77679443359","324.67142677307","391.89671230316","363.09468650818","423.65687656403","No_intersection","0","0","1220.3290406249","200.27198124664","0"
"1078","0","503.57260131836","446.00250244141","461.13577651978","345.53022766113","546.00942611694","546.47477722168","0","248.7864074707","350.06512451172","231.71242713928","331.71968460083","265.86038780212","368.41056442261","No_intersection","0","0","1252.9187208391","272.24985777664","0"
"1078","0","503.57260131836","446.00250244141","461.13577651978","345.53022766113","546.00942611694","546.47477722168","1","342.52032470703","411.01287841797","323.18530273438","395.51881885529","361.85534667969","426.50693798065","No_intersection","0","0","1198.3119283605","164.80931281634","0"
"1078","1","432.79620361328","442.93029785156","334.51197814941","350.25542449951","531.08042907715","535.60517120361","0","248.7864074707","350.06512451172","231.71242713928","331.71968460083","265.86038780212","368.41056442261","No_intersection","0","0","1252.9187208391","206.11536938296","0"
"1078","1","432.79620361328","442.93029785156","334.51197814941","350.25542449951","531.08042907715","535.60517120361","1","342.52032470703","411.01287841797","323.18530273438","395.51881885529","361.85534667969","426.50693798065","Center_left","1","847.3195613049","1198.3119283605","95.752054680805","1"
"1078","2","625.93103027344","407.74597167969","525.96585845947","279.91520690918","725.8962020874","535.5767364502","0","248.7864074707","350.06512451172","231.71242713928","331.71968460083","265.86038780212","368.41056442261","No_intersection","0","0","1252.9187208391","381.53000752107","0"
"1078","2","625.93103027344","407.74597167969","525.96585845947","279.91520690918","725.8962020874","535.5767364502","1","342.52032470703","411.01287841797","323.18530273438","395.51881885529","361.85534667969","426.50693798065","No_intersection","0","0","1198.3119283605","283.42953393972","0"
"1078","3","141.85549926758","404.55920410156","5.8447570800781","267.75392150879","277.86624145508","541.36448669434","0","248.7864074707","350.06512451172","231.71242713928","331.71968460083","265.86038780212","368.41056442261","Inside","1","1252.9187208391","1252.9187208391","120.01593160697","1"
"1078","3","141.85549926758","404.55920410156","5.8447570800781","267.75392150879","277.86624145508","541.36448669434","1","342.52032470703","411.01287841797","323.18530273438","395.51881885529","361.85534667969","426.50693798065","No_intersection","0","0","1198.3119283605","200.7685784201","0"
"1079","0","501.92144775391","446.03494262695","458.98701477051","345.72716522217","544.8558807373","546.34272003174","0","342.33798217773","414.15454101562","324.02021598816","399.67185688019","360.65574836731","428.63722515106","No_intersection","0","0","1061.1616871616","162.73672754545","0"
"1079","0","501.92144775391","446.03494262695","458.98701477051","345.72716522217","544.8558807373","546.34272003174","1","246.74328613281","348.91055297852","229.40335845947","330.8933467865","264.08321380615","366.92775917053","No_intersection","0","0","1249.6682089809","273.03670308752","0"
"1079","1","433.97695922852","443.58947753906","335.9292755127","351.52449798584","532.02464294434","535.65445709229","0","342.33798217773","414.15454101562","324.02021598816","399.67185688019","360.65574836731","428.63722515106","Center_left","1","716.21139227367","1061.1616871616","96.250286249197","1"
"1079","1","433.97695922852","443.58947753906","335.9292755127","351.52449798584","532.02464294434","535.65445709229","1","246.74328613281","348.91055297852","229.40335845947","330.8933467865","264.08321380615","366.92775917053","No_intersection","0","0","1249.6682089809","209.81074113794","0"
"1079","2","624.72381591797","407.43280029297","525.6753692627","279.75315856934","723.77226257324","535.1124420166","0","342.33798217773","414.15454101562","324.02021598816","399.67185688019","360.65574836731","428.63722515106","No_intersection","0","0","1061.1616871616","282.46582252639","0"
"1079","2","624.72381591797","407.43280029297","525.6753692627","279.75315856934","723.77226257324","535.1124420166","1","246.74328613281","348.91055297852","229.40335845947","330.8933467865","264.08321380615","366.92775917053","No_intersection","0","0","1249.6682089809","382.48416219159","0"
"1079","3","139.58099365234","404.72564697266","1.8943481445312","268.53218078613","277.26763916016","540.91911315918","0","342.33798217773","414.15454101562","324.02021598816","399.67185688019","360.65574836731","428.63722515106","No_intersection","0","0","1061.1616871616","202.9761080491","0"
"1079","3","139.58099365234","404.72564697266","1.8943481445312","268.53218078613","277.26763916016","540.91911315918","1","246.74328613281","348.91055297852","229.40335845947","330.8933467865","264.08321380615","366.92775917053","Inside","1","1249.6682089809","1249.6682089809","120.82665950544","1"
"1080","0","499.8537902832","444.54550170898","454.59001922607","344.2188873291","545.11756134033","544.87211608887","0","244.99571228027","348.20700073242","228.86519241333","330.27470207214","261.12623214722","366.1392993927","No_intersection","0","0","1157.0291991983","272.4587064011","0"
"1080","0","499.8537902832","444.54550170898","454.59001922607","344.2188873291","545.11756134033","544.87211608887","1","342.22937011719","418.97268676758","321.84932518005","404.13777828217","362.60941505432","433.80759525299","No_intersection","0","0","1209.3444062839","159.68539913436","0"
"1080","1","434.06604003906","442.55786132812","333.69793701172","351.02752685547","534.43414306641","534.08819580078","0","244.99571228027","348.20700073242","228.86519241333","330.27470207214","261.12623214722","366.1392993927","No_intersection","0","0","1157.0291991983","211.30469406515","0"
"1080","1","434.06604003906","442.55786132812","333.69793701172","351.02752685547","534.43414306641","534.08819580078","1","342.22937011719","418.97268676758","321.84932518005","404.13777828217","362.60941505432","433.80759525299","Center_left","1","857.79826188005","1209.3444062839","94.816846611722","1"
"1080","2","623.54156494141","407.52655029297","528.3844833374","279.28396606445","718.69864654541","535.76913452148","0","244.99571228027","348.20700073242","228.86519241333","330.27470207214","261.12623214722","366.1392993927","No_intersection","0","0","1157.0291991983","383.1654623358","0"
"1080","2","623.54156494141","407.52655029297","528.3844833374","279.28396606445","718.69864654541","535.76913452148","1","342.22937011719","418.97268676758","321.84932518005","404.13777828217","362.60941505432","433.80759525299","No_intersection","0","0","1209.3444062839","281.54496088017","0"
"1080","3","138.12330627441","406.54602050781","-1.3683776855469","271.30654907227","277.61499023438","541.78549194336","0","244.99571228027","348.20700073242","228.86519241333","330.27470207214","261.12623214722","366.1392993927","Inside","1","1157.0291991983","1157.0291991983","121.75858242372","1"
"1080","3","138.12330627441","406.54602050781","-1.3683776855469","271.30654907227","277.61499023438","541.78549194336","1","342.22937011719","418.97268676758","321.84932518005","404.13777828217","362.60941505432","433.80759525299","No_intersection","0","0","1209.3444062839","204.48400263033","0"
"1081","0","464.83197021484","440.72647094727","365.94870758057","346.59008026123","563.71523284912","534.8628616333","0","342.85400390625","424.22012329102","324.96199035645","410.74765968323","360.74601745605","437.6925868988","No_intersection","0","0","964.19800567918","123.08973871826","1"
"1081","0","464.83197021484","440.72647094727","365.94870758057","346.59008026123","563.71523284912","534.8628616333","1","242.98602294922","348.30078125","225.94202232361","329.98382759094","260.03002357483","366.61773490906","No_intersection","0","0","1248.776678497","240.32921677191","0"
"1081","1","623.68334960938","407.30227661133","529.33153533936","278.7329864502","718.03516387939","535.87156677246","0","342.85400390625","424.22012329102","324.96199035645","410.74765968323","360.74601745605","437.6925868988","No_intersection","0","0","964.19800567918","281.33847043077","0"
"1081","1","623.68334960938","407.30227661133","529.33153533936","278.7329864502","718.03516387939","535.87156677246","1","242.98602294922","348.30078125","225.94202232361","329.98382759094","260.03002357483","366.61773490906","No_intersection","0","0","1248.776678497","385.24230165061","0"
"1081","2","136.60528564453","404.57766723633","-4.8919677734375","267.52304077148","278.1025390625","541.63229370117","0","342.85400390625","424.22012329102","324.96199035645","410.74765968323","360.74601745605","437.6925868988","No_intersection","0","0","964.19800567918","207.18194869356","0"
"1081","2","136.60528564453","404.57766723633","-4.8919677734375","267.52304077148","278.1025390625","541.63229370117","1","242.98602294922","348.30078125","225.94202232361","329.98382759094","260.03002357483","366.61773490906","Inside","1","1248.776678497","1248.776678497","120.34927987241","1"
"1082","0","460.41296386719","440.08325195312","353.64095306396","345.71926879883","567.18497467041","534.44723510742","0","343.33911132812","429.77746582031","321.60656356812","416.09520244598","365.07165908813","443.45972919464","Center_left","0","312.79586075444","1189.4017689905","117.52657646742","1"
"1082","0","460.41296386719","440.08325195312","353.64095306396","345.71926879883","567.18497467041","534.44723510742","1","234.99772644043","347.9423828125","218.41285705566","330.10998725891","251.5825958252","365.77477836609","No_intersection","0","0","1182.991804295","243.51995612301","0"
"1082","1","619.57849121094","407.33737182617","532.65441131592","276.94960021973","706.50257110596","537.72514343262","0","343.33911132812","429.77746582031","321.60656356812","416.09520244598","365.07165908813","443.45972919464","No_intersection","0","0","1189.4017689905","277.14933306163","0"
"1082","1","619.57849121094","407.33737182617","532.65441131592","276.94960021973","706.50257110596","537.72514343262","1","234.99772644043","347.9423828125","218.41285705566","330.10998725891","251.5825958252","365.77477836609","No_intersection","0","0","1182.991804295","389.14024380858","0"
"1082","2","133.94453430176","403.18450927734","-10.079696655273","265.64996337891","277.96876525879","540.71905517578","0","343.33911132812","429.77746582031","321.60656356812","416.09520244598","365.07165908813","443.45972919464","No_intersection","0","0","1189.4017689905","211.0764653526","0"
"1082","2","133.94453430176","403.18450927734","-10.079696655273","265.64996337891","277.96876525879","540.71905517578","1","234.99772644043","347.9423828125","218.41285705566","330.10998725891","251.5825958252","365.77477836609","Inside","1","1182.991804295","1182.991804295","115.16700993676","1"
"1083","0","435.99969482422","439.89297485352","330.57563781738","347.62655639648","541.42375183105","532.15939331055","0","342.93725585938","434.73452758789","322.54605865479","420.82913303375","363.32845306396","448.63992214203","Center_left","1","910.88163752503","1134.1905702442","93.205295580656","1"
"1083","0","435.99969482422","439.89297485352","330.57563781738","347.62655639648","541.42375183105","532.15939331055","1","231.32786560059","347.69445800781","210.92792129517","326.36873435974","251.72780990601","369.02018165588","No_intersection","0","0","1740.1742987737","224.47967432776","0"
"1083","1","623.22521972656","407.41650390625","537.90137481689","277.87731933594","708.54906463623","536.95568847656","0","342.93725585938","434.73452758789","322.54605865479","420.82913303375","363.32845306396","448.63992214203","No_intersection","0","0","1134.1905702442","281.61608105129","0"
"1083","1","623.22521972656","407.41650390625","537.90137481689","277.87731933594","708.54906463623","536.95568847656","1","231.32786560059","347.69445800781","210.92792129517","326.36873435974","251.72780990601","369.02018165588","No_intersection","0","0","1740.1742987737","396.4218194515","0"
"1083","2","132.9052734375","404.29898071289","-8.1149291992188","267.14276123047","273.92547607422","541.45520019531","0","342.93725585938","434.73452758789","322.54605865479","420.82913303375","363.32845306396","448.63992214203","No_intersection","0","0","1134.1905702442","212.22571982124","0"
"1083","2","132.9052734375","404.29898071289","-8.1149291992188","267.14276123047","273.92547607422","541.45520019531","1","231.32786560059","347.69445800781","210.92792129517","326.36873435974","251.72780990601","369.02018165588","Inside","1","1740.1742987737","1740.1742987737","113.53888602048","1"
"1084","0","460.49761962891","439.38165283203","355.47124481201","344.34930419922","565.5239944458","534.41400146484","0","228.14836120605","348.74313354492","208.52799987793","325.42093276978","247.76872253418","372.06533432007","No_intersection","0","0","1830.3600247018","249.4023237025","0"
"1084","1","626.3291015625","407.18063354492","543.80567169189","277.71479797363","708.85253143311","536.64646911621","0","228.14836120605","348.74313354492","208.52799987793","325.42093276978","247.76872253418","372.06533432007","No_intersection","0","0","1830.3600247018","402.44607514182","0"
"1084","2","131.66976928711","404.71328735352","-4.5828552246094","265.59928894043","267.92239379883","543.8272857666","0","228.14836120605","348.74313354492","208.52799987793","325.42093276978","247.76872253418","372.06533432007","Inside","1","1830.3600247018","1830.3600247018","111.53823028908","1"
"1085","0","462.83087158203","440.08685302734","361.67700195312","345.25714874268","563.98474121094","534.91655731201","0","223.88511657715","348.60290527344","204.74444007874","324.31199645996","243.02579307556","372.89381408691","No_intersection","0","0","1859.7777098048","255.86009171321","0"
"1085","1","625.02239990234","407.38751220703","544.59627532959","277.70208740234","705.4485244751","537.07293701172","0","223.88511657715","348.60290527344","204.74444007874","324.31199645996","243.02579307556","372.89381408691","No_intersection","0","0","1859.7777098048","405.42169414803","0"
"1085","2","129.92767333984","406.80044555664","-1.8053283691406","269.96862792969","261.66067504883","543.63226318359","0","223.88511657715","348.60290527344","204.74444007874","324.31199645996","243.02579307556","372.89381408691","Inside","1","1859.7777098048","1859.7777098048","110.52128679447","1"
"1086","0","458.86108398438","439.15295410156","351.80680847168","342.35326385498","565.91535949707","535.95264434814","0","209.86259460449","355.58758544922","177.90388870239","326.36515045166","241.82130050659","384.81002044678","No_intersection","0","0","3735.6448233208","262.64694658698","0"
"1086","1","624.85382080078","406.9655456543","544.68985748291","276.87411499023","705.01778411865","537.05697631836","0","209.86259460449","355.58758544922","177.90388870239","326.36515045166","241.82130050659","384.81002044678","No_intersection","0","0","3735.6448233208","418.15955401585","0"
"1086","2","127.62352752686","407.49362182617","1.4279251098633","270.59120178223","253.81912994385","544.39604187012","0","209.86259460449","355.58758544922","177.90388870239","326.36515045166","241.82130050659","384.81002044678","Inside","1","3735.6448233208","3735.6448233208","97.249682601876","1"
"1087","0","628.86706542969","406.79653930664","548.08737945557","277.42082214355","709.64675140381","536.17225646973","0","205.57182312012","355.68334960938","176.31296157837","327.4349193573","234.83068466187","383.93177986145","No_intersection","0","0","3306.0676380688","426.37005092167","0"
"1087","1","457.35559082031","438.78860473633","356.3673248291","341.17362976074","558.34385681152","536.40357971191","0","205.57182312012","355.68334960938","176.31296157837","327.4349193573","234.83068466187","383.93177986145","No_intersection","0","0","3306.0676380688","265.14439293906","0"
"1087","2","126.48801422119","407.44464111328","1.9525527954102","269.5050201416","251.02347564697","545.38426208496","0","205.57182312012","355.68334960938","176.31296157837","327.4349193573","234.83068466187","383.93177986145","Inside","1","3306.0676380688","3306.0676380688","94.517089079775","1"
"1088","0","457.56173706055","437.97705078125","355.97329711914","339.31478118896","559.15017700195","536.63932037354","0","210.99716186523","348.14767456055","190.32768440247","322.72838401794","231.666639328","373.56696510315","No_intersection","0","0","2101.6138119596","262.41838078428","0"
"1088","1","630.78887939453","406.60687255859","546.09114837646","276.7511138916","715.4866104126","536.46263122559","0","210.99716186523","348.14767456055","190.32768440247","322.72838401794","231.666639328","373.56696510315","No_intersection","0","0","2101.6138119596","423.84261694262","0"
"1088","2","128.01281738281","406.16006469727","3.9634704589844","265.87451171875","252.06216430664","546.44561767578","0","210.99716186523","348.14767456055","190.32768440247","322.72838401794","231.666639328","373.56696510315","Inside","1","2101.6138119596","2101.6138119596","101.25136462563","1"
"1089","0","464.14974975586","440.24401855469","371.84955596924","342.85726165771","556.44994354248","537.63077545166","0","205.8814239502","347.5158996582","187.02450370789","325.23823738098","224.7383441925","369.79356193542","No_intersection","0","0","1680.3524029867","274.41033535299","0"
"1089","1","629.8408203125","406.80023193359","548.58769226074","275.73583984375","711.09394836426","537.86462402344","0","205.8814239502","347.5158996582","187.02450370789","325.23823738098","224.7383441925","369.79356193542","No_intersection","0","0","1680.3524029867","428.08433960755","0"
"1089","2","125.19993591309","406.02618408203","3.7690658569336","265.69555664062","246.63080596924","546.35681152344","0","205.8814239502","347.5158996582","187.02450370789","325.23823738098","224.7383441925","369.79356193542","Inside","1","1680.3524029867","1680.3524029867","99.664215720787","1"
"1090","0","629.70257568359","406.55651855469","547.60933685303","273.65727233887","711.79581451416","539.45576477051","0","198.8618927002","345.46435546875","180.48756980896","325.45371437073","217.23621559143","365.47499656677","No_intersection","0","0","1470.7279231828","435.15048719279","0"
"1090","1","467.95758056641","441.47442626953","383.89177703857","342.93672943115","552.02338409424","540.01212310791","0","198.8618927002","345.46435546875","180.48756980896","325.45371437073","217.23621559143","365.47499656677","No_intersection","0","0","1470.7279231828","285.71038294637","0"
"1090","2","121.14878845215","407.82867431641","3.4044570922852","270.59999084473","238.89311981201","545.05735778809","0","198.8618927002","345.46435546875","180.48756980896","325.45371437073","217.23621559143","365.47499656677","Inside","1","1470.7279231828","1470.7279231828","99.642535280873","1"
"1091","0","633.74536132812","406.31204223633","550.90393066406","274.44537353516","716.58679199219","538.1787109375","0","208.38049316406","370.79507446289","189.00720596313","356.87366771698","227.75378036499","384.7164812088","No_intersection","0","0","1078.8136445178","426.84508439017","0"
"1091","0","633.74536132812","406.31204223633","550.90393066406","274.44537353516","716.58679199219","538.1787109375","1","194.58288574219","346.30883789062","177.4776058197","326.85412788391","211.68816566467","365.76354789734","No_intersection","0","0","1331.1130419025","443.24266998397","0"
"1091","1","467.02008056641","441.37258911133","382.88938903809","341.43533325195","551.15077209473","541.3098449707","0","208.38049316406","370.79507446289","189.00720596313","356.87366771698","227.75378036499","384.7164812088","No_intersection","0","0","1078.8136445178","268.09629192811","0"
"1091","1","467.02008056641","441.37258911133","382.88938903809","341.43533325195","551.15077209473","541.3098449707","1","194.58288574219","346.30883789062","177.4776058197","326.85412788391","211.68816566467","365.76354789734","No_intersection","0","0","1331.1130419025","288.5466026829","0"
"1091","2","118.82601165771","408.23843383789","0.70369720458984","274.11323547363","236.94832611084","542.36363220215","0","208.38049316406","370.79507446289","189.00720596313","356.87366771698","227.75378036499","384.7164812088","Inside","1","1078.8136445178","1078.8136445178","97.067040333762","1"
"1091","2","118.82601165771","408.23843383789","0.70369720458984","274.11323547363","236.94832611084","542.36363220215","1","194.58288574219","346.30883789062","177.4776058197","326.85412788391","211.68816566467","365.76354789734","Inside","1","1331.1130419025","1331.1130419025","97.848754847684","1"
"1092","0","636.03454589844","406.65997314453","553.33372497559","274.47650146484","718.73536682129","538.84344482422","0","209.56985473633","370.97769165039","190.70208358765","357.2774477005","228.43762588501","384.67793560028","No_intersection","0","0","1033.9722701105","427.95485511981","0"
"1092","0","636.03454589844","406.65997314453","553.33372497559","274.47650146484","718.73536682129","538.84344482422","1","191.29382324219","347.32339477539","173.5163860321","328.36177253723","209.07126045227","366.28501701355","No_intersection","0","0","1348.3561949608","448.68155736709","0"
"1092","1","117.61254882812","407.71621704102","0.26791381835938","273.08953857422","234.95718383789","542.34289550781","0","209.56985473633","370.97769165039","190.70208358765","357.2774477005","228.43762588501","384.67793560028","Inside","1","1033.9722701105","1033.9722701105","99.024569465221","1"
"1092","1","117.61254882812","407.71621704102","0.26791381835938","273.08953857422","234.95718383789","542.34289550781","1","191.29382324219","347.32339477539","173.5163860321","328.36177253723","209.07126045227","366.28501701355","Inside","1","1348.3561949608","1348.3561949608","95.269214232551","1"
"1092","2","469.44998168945","441.67169189453","387.32717895508","341.1312789917","551.57278442383","542.21210479736","0","209.56985473633","370.97769165039","190.70208358765","357.2774477005","228.43762588501","384.67793560028","No_intersection","0","0","1033.9722701105","269.32382378039","0"
"1092","2","469.44998168945","441.67169189453","387.32717895508","341.1312789917","551.57278442383","542.21210479736","1","191.29382324219","347.32339477539","173.5163860321","328.36177253723","209.07126045227","366.28501701355","No_intersection","0","0","1348.3561949608","293.72172144978","0"
"1093","0","636.23809814453","406.62274169922","552.87543487549","274.03578186035","719.60076141357","539.20970153809","0","209.71836853027","371.48950195312","189.86430931091","357.39151859283","229.57242774963","385.58748531342","No_intersection","0","0","1119.6087860351","427.96427921647","0"
"1093","0","636.23809814453","406.62274169922","552.87543487549","274.03578186035","719.60076141357","539.20970153809","1","187.31196594238","346.39443969727","169.9465713501","330.53640460968","204.67736053467","362.25247478485","No_intersection","0","0","1101.5241470169","452.94825370678","0"
"1093","1","118.27349090576","406.99551391602","-0.20577239990234","273.3197479248","236.75275421143","540.67127990723","0","209.71836853027","371.48950195312","189.86430931091","357.39151859283","229.57242774963","385.58748531342","Inside","1","1119.6087860351","1119.6087860351","98.096088246529","1"
"1093","1","118.27349090576","406.99551391602","-0.20577239990234","273.3197479248","236.75275421143","540.67127990723","1","187.31196594238","346.39443969727","169.9465713501","330.53640460968","204.67736053467","362.25247478485","Inside","1","1101.5241470169","1101.5241470169","91.862948090341","1"
"1093","2","472.94906616211","442.03454589844","394.2693939209","341.01159667969","551.62873840332","543.05749511719","0","209.71836853027","371.48950195312","189.86430931091","357.39151859283","229.57242774963","385.58748531342","No_intersection","0","0","1119.6087860351","272.51973029671","0"
"1093","2","472.94906616211","442.03454589844","394.2693939209","341.01159667969","551.62873840332","543.05749511719","1","187.31196594238","346.39443969727","169.9465713501","330.53640460968","204.67736053467","362.25247478485","No_intersection","0","0","1101.5241470169","301.22347673464","0"
"1094","0","117.90381622314","405.74826049805","-0.16738128662109","271.19731140137","235.97501373291","540.29920959473","0","209.49954223633","372.10046386719","189.89268875122","358.16279220581","229.10639572144","386.03813552856","Inside","1","1093.0955447526","1093.0955447526","97.580485969244","1"
"1094","0","117.90381622314","405.74826049805","-0.16738128662109","271.19731140137","235.97501373291","540.29920959473","1","181.39350891113","348.03625488281","163.87541770935","330.0373249054","198.91160011292","366.03518486023","Inside","1","1261.2275875155","1261.2275875155","85.799864042713","1"
"1094","1","635.68841552734","406.46310424805","552.37942504883","273.39703369141","718.99740600586","539.52917480469","0","209.49954223633","372.10046386719","189.89268875122","358.16279220581","229.10639572144","386.03813552856","No_intersection","0","0","1093.0955447526","427.57191999827","0"
"1094","1","635.68841552734","406.46310424805","552.37942504883","273.39703369141","718.99740600586","539.52917480469","1","181.39350891113","348.03625488281","163.87541770935","330.0373249054","198.91160011292","366.03518486023","No_intersection","0","0","1261.2275875155","458.03663489308","0"
"1094","2","474.64630126953","442.20690917969","398.67819213867","340.68017578125","550.61441040039","543.73364257812","0","209.49954223633","372.10046386719","189.89268875122","358.16279220581","229.10639572144","386.03813552856","No_intersection","0","0","1093.0955447526","274.25848665113","0"
"1094","2","474.64630126953","442.20690917969","398.67819213867","340.68017578125","550.61441040039","543.73364257812","1","181.39350891113","348.03625488281","163.87541770935","330.0373249054","198.91160011292","366.03518486023","No_intersection","0","0","1261.2275875155","308.00213044182","0"
"1095","0","120.05545043945","407.31927490234","3.3376770019531","274.73968505859","236.77322387695","539.89886474609","0","178.01663208008","346.97161865234","161.61471366882","331.02330875397","194.41855049133","362.91992855072","Inside","1","1046.3315110023","1046.3315110023","83.673999498325","1"
"1095","0","120.05545043945","407.31927490234","3.3376770019531","274.73968505859","236.77322387695","539.89886474609","1","209.58784484863","372.20715332031","189.63250923157","357.814702034","229.5431804657","386.59960460663","Inside","1","1148.8247830828","1148.8247830828","96.171257299841","1"
"1095","1","636.63940429688","406.76791381836","551.56412506104","274.90919494629","721.71468353271","538.62663269043","0","178.01663208008","346.97161865234","161.61471366882","331.02330875397","194.41855049133","362.91992855072","No_intersection","0","0","1046.3315110023","462.50453415226","0"
"1095","1","636.63940429688","406.76791381836","551.56412506104","274.90919494629","721.71468353271","538.62663269043","1","209.58784484863","372.20715332031","189.63250923157","357.814702034","229.5431804657","386.59960460663","No_intersection","0","0","1148.8247830828","428.44775713426","0"
"1095","2","472.0627746582","442.53982543945","393.76175689697","341.79437255859","550.36379241943","543.28527832031","0","178.01663208008","346.97161865234","161.61471366882","331.02330875397","194.41855049133","362.91992855072","No_intersection","0","0","1046.3315110023","309.18670106196","0"
"1095","2","472.0627746582","442.53982543945","393.76175689697","341.79437255859","550.36379241943","543.28527832031","1","209.58784484863","372.20715332031","189.63250923157","357.814702034","229.5431804657","386.59960460663","No_intersection","0","0","1148.8247830828","271.73474850662","0"
"1096","0","151.67741394043","427.37487792969","87.716133117676","314.92297363281","215.63869476318","539.82678222656","0","173.81477355957","348.00152587891","156.98964309692","330.50912475586","190.63990402222","365.49392700195","Inside","1","1177.2477240008","1177.2477240008","82.402619537758","0"
"1096","0","151.67741394043","427.37487792969","87.716133117676","314.92297363281","215.63869476318","539.82678222656","1","209.77082824707","372.27014160156","190.11828041077","357.48630428314","229.42337608337","387.05397891998","Center_right","1","754.57930816963","1162.1602804176","80.071073126287","1"
"1096","1","119.05413818359","405.82626342773","1.0109405517578","270.20269775391","237.09733581543","541.44982910156","0","173.81477355957","348.00152587891","156.98964309692","330.50912475586","190.63990402222","365.49392700195","Inside","1","1177.2477240008","1177.2477240008","79.639358732799","1"
"1096","1","119.05413818359","405.82626342773","1.0109405517578","270.20269775391","237.09733581543","541.44982910156","1","209.77082824707","372.27014160156","190.11828041077","357.48630428314","229.42337608337","387.05397891998","Inside","1","1162.1602804176","1162.1602804176","96.723994789741","0"
"1096","2","636.51727294922","406.63952636719","551.09922027588","273.03216552734","721.93532562256","540.24688720703","0","173.81477355957","348.00152587891","156.98964309692","330.50912475586","190.63990402222","365.49392700195","No_intersection","0","0","1177.2477240008","466.40327833613","0"
"1096","2","636.51727294922","406.63952636719","551.09922027588","273.03216552734","721.93532562256","540.24688720703","1","209.77082824707","372.27014160156","190.11828041077","357.48630428314","229.42337608337","387.05397891998","No_intersection","0","0","1162.1602804176","428.12823157915","0"
"1096","3","475.0803527832","443.47909545898","400.74114990234","342.37133026123","549.41955566406","544.58686065674","0","173.81477355957","348.00152587891","156.98964309692","330.50912475586","190.63990402222","365.49392700195","No_intersection","0","0","1177.2477240008","316.03309244108","0"
"1096","3","475.0803527832","443.47909545898","400.74114990234","342.37133026123","549.41955566406","544.58686065674","1","209.77082824707","372.27014160156","190.11828041077","357.48630428314","229.42337608337","387.05397891998","No_intersection","0","0","1162.1602804176","274.69957939367","0"
"1097","0","141.29753112793","426.92434692383","74.429946899414","317.5493927002","208.16511535645","536.29930114746","0","210.05577087402","372.45779418945","190.48378372192","357.63841247559","229.62775802612","387.27717590332","Center_right","0","524.0528054029","1160.1789940235","87.717164225411","1"
"1097","1","116.73905181885","402.33477783203","-3.4535675048828","262.77857971191","236.93167114258","541.89097595215","0","210.05577087402","372.45779418945","190.48378372192","357.63841247559","229.62775802612","387.27717590332","Inside","1","1160.1789940235","1160.1789940235","97.982877110246","0"
"1097","2","634.60461425781","406.15548706055","546.61961364746","272.91397094727","722.58961486816","539.39700317383","0","210.05577087402","372.45779418945","190.48378372192","357.63841247559","229.62775802612","387.27717590332","No_intersection","0","0","1160.1789940235","425.88408625276","0"
"1097","3","468.02416992188","442.87744140625","387.0867767334","343.70345306396","548.96156311035","542.05142974854","0","210.05577087402","372.45779418945","190.48378372192","357.63841247559","229.62775802612","387.27717590332","No_intersection","0","0","1160.1789940235","267.40722058585","0"
"1098","0","152.61437988281","429.53509521484","90.192016601562","317.9739074707","215.03674316406","541.09628295898","0","210.26487731934","372.63684082031","190.66699790955","357.6156463623","229.86275672913","387.65803527832","Center_right","1","732.12536472041","1177.5342303162","80.999945727287","1"
"1098","1","115.23827362061","398.03692626953","-6.7352142333984","254.95361328125","237.21176147461","541.12023925781","0","210.26487731934","372.63684082031","190.66699790955","357.6156463623","229.86275672913","387.65803527832","Inside","1","1177.5342303162","1177.5342303162","98.362694917043","0"
